provider_id,provider_lat,provider_lon,skills,rating,acceptance_rate_30d,avg_response_time_min,completed_jobs_90d
P2180,10.433173713017743,82.98295118857604,TV installation|TV repair,3.45,0.76,26.55,268
P2181,18.04708791294875,77.83322860321971,Fridge repair|TV repair|TV installation,4.13,0.72,5.28,155
P2182,17.69314485055681,95.83545937541703,TV repair,4.04,0.76,16.6,125
P2183,19.598842128091746,89.16742809997854,Fridge installation,4.06,0.93,13.91,36
P2184,33.57764013221776,78.76404949998428,Fridge installation|TV installation,3.15,0.98,14.18,221
P2185,27.322854370720474,83.8488975523349,TV installation|Fridge installation,3.41,0.9,24.51,226
P2186,31.047150881352078,95.9194769956485,Fridge installation|TV installation|Fridge repair,3.14,0.71,4.25,97
P2187,12.084176985361125,70.8967032219306,Fridge installation,4.12,0.76,22.02,121
P2188,18.87618024896609,71.1008424709701,Fridge repair,3.99,0.95,26.84,30
P2189,33.702576597790596,75.8730423074959,Fridge installation|Fridge repair,3.08,0.94,26.19,34
P2190,24.658578961594394,91.58048790602116,TV repair|Fridge installation,4.57,0.96,17.48,85
P2191,16.479684121074214,79.66591160282339,Fridge repair|TV installation|Fridge installation,4.53,0.7,25.49,156
P2192,23.432928864829247,95.31685413932333,Fridge repair|TV installation,4.36,0.86,21.93,62
P2193,35.24494574373139,80.42835129636522,Fridge repair,3.72,0.78,16.54,33
P2194,24.384999164275555,93.56276852419188,Fridge installation|TV installation|TV repair,4.58,0.82,4.07,65
P2195,24.18342029325514,69.64183422090697,TV installation|Fridge repair|Fridge installation,3.34,0.71,9.91,56
P2196,31.115227390319934,87.76859380241314,TV installation|Fridge installation|TV repair,3.41,0.64,25.23,43
P2197,14.261842427229768,93.6496680936903,TV repair|Fridge installation|Fridge repair,3.17,0.78,25.78,30
P2198,17.044814344328312,80.86841004492376,TV repair|Fridge repair,3.24,0.65,22.33,111
P2199,36.947738499347864,68.10163524240069,Fridge installation,3.06,0.93,7.58,11
P2200,14.877294123858565,80.35690446544494,TV installation|Fridge repair,4.46,0.85,8.65,266
P2201,11.29446871474541,93.17630468037147,Fridge repair|TV repair,3.26,0.85,22.16,74
P2202,26.34712190195665,69.52135429444783,TV repair,3.59,0.97,6.81,224
P2203,10.70454348524412,94.70569857707565,TV repair|Fridge installation|Fridge repair,3.69,0.96,28.46,88
P2204,17.00938667144645,90.5741977345354,TV repair|Fridge repair|Fridge installation,4.09,0.93,5.12,42
P2205,19.121761710289434,95.2667915933138,TV installation,4.39,0.95,12.26,146
P2206,36.255211478928004,68.49801672920871,TV installation|TV repair,4.9,0.75,2.28,287
P2207,36.43566881690927,96.00314596229018,TV installation|Fridge installation|Fridge repair,3.32,0.67,17.84,190
P2208,32.55267786564767,80.02724645473405,TV repair|Fridge repair,3.07,0.73,23.38,240
P2209,23.661905743240983,80.0140285801066,Fridge repair|TV installation,4.95,0.83,26.27,116
P2210,24.23880817432168,86.31030076681988,Fridge repair|TV installation|TV repair,3.48,0.77,9.15,64
P2211,16.843104493232165,78.44189931297112,Fridge repair,3.84,0.64,3.19,121
P2212,18.605759858192364,89.0643535137084,Fridge installation,3.91,0.82,17.21,274
P2213,35.65359449121961,92.34911037998526,Fridge repair|TV repair,3.85,0.86,6.96,179
P2214,27.10300569259478,72.36568358467154,Fridge repair|TV repair,4.85,0.83,11.22,35
P2215,18.764574848233824,88.44558101119554,TV repair|TV installation,3.77,0.7,18.17,291
P2216,16.35830990572014,73.63546426233945,Fridge installation,4.95,0.74,18.84,143
P2217,24.253730983031552,94.52617656211523,Fridge installation,4.35,0.76,26.15,237
P2218,15.883532085541868,96.39488360801403,TV installation,3.54,0.88,9.1,144
P2219,15.914730098449368,72.92017135644485,Fridge installation|TV repair|Fridge repair,3.97,0.88,8.36,260
P2220,18.389007851072538,70.87156326395959,Fridge repair|TV repair,4.52,0.84,9.68,29
P2221,12.925343565736192,71.0828688180756,TV repair,4.81,1.0,6.6,177
P2222,36.344279353038985,69.51058645090548,Fridge repair,3.7,0.77,25.08,216
P2223,18.874772203451098,84.40124851028318,TV repair|TV installation,4.67,0.61,24.46,86
P2224,8.929871123040964,69.3218486252673,TV repair,3.69,0.64,15.42,147
P2225,23.140133562982662,77.59634890926276,Fridge installation,4.08,0.98,7.77,75
P2226,34.43138934674128,82.54536044629839,TV installation|Fridge repair,3.72,0.67,26.27,161
P2227,28.39688768104904,73.87187836010003,Fridge installation|Fridge repair,4.34,0.67,19.18,139
P2228,15.633420683146905,88.59791260850824,Fridge installation,4.36,0.74,24.64,116
P2229,9.92823306006823,95.6383509986355,Fridge installation|TV installation,3.56,0.75,4.57,88
P2230,23.636780724491746,82.80493770827081,TV repair|Fridge repair|Fridge installation,3.32,0.75,20.84,97
P2231,15.621613962035308,69.31165929668623,Fridge installation,3.0,0.74,8.76,228
P2232,13.206320482316336,71.61046804977049,Fridge installation|TV repair|TV installation,4.83,0.66,17.05,193
P2233,29.994317045518713,73.96254265213487,Fridge repair|TV installation,4.09,0.92,17.04,195
P2234,13.469369006876168,84.287343465247,TV repair,4.39,0.81,14.16,124
P2235,29.049739445813454,90.91819932581241,Fridge repair|TV repair,3.58,0.75,19.55,192
P2236,16.62171737754354,81.64570309533329,Fridge repair|Fridge installation,3.19,0.62,5.12,163
P2237,34.951107216038764,77.74505359400035,TV installation,3.13,0.77,13.04,151
P2238,35.808233540510955,92.28931930561339,TV repair|TV installation|Fridge installation,3.73,0.63,17.93,74
P2239,32.64929724617827,96.88374047743704,Fridge installation|TV repair,4.02,0.74,7.21,122
P2240,10.88689311675758,76.88593835326445,Fridge repair|TV installation|TV repair,4.0,0.69,17.17,167
P2241,26.852916026866062,94.22627586725912,Fridge installation|Fridge repair|TV repair,3.17,0.69,25.64,277
P2242,10.282558597134392,82.10415333817537,TV repair,3.42,0.68,28.34,280
P2243,18.450965525140518,80.38016053236228,TV repair,4.96,0.91,27.12,165
P2244,19.25479628732957,76.05076258587867,TV installation|Fridge installation|Fridge repair,4.14,0.7,10.71,93
P2245,9.35244111338612,80.53808441180581,Fridge repair,4.65,0.61,20.91,177
P2246,26.751609868339507,75.88595658626713,Fridge installation|TV repair,3.77,0.89,28.26,198
P2247,10.909600543149992,72.30019359898156,Fridge repair,4.4,0.89,20.88,134
P2248,12.923531252985542,84.84207166661534,Fridge repair,3.97,0.89,14.36,244
P2249,16.510878743411418,74.13263928144265,TV repair|TV installation|Fridge installation,3.53,0.64,11.71,274
P2250,29.656342893963444,77.43860067162205,Fridge installation,4.34,0.89,18.27,268
P2251,27.85906666235444,73.41654189244603,TV installation|Fridge repair|TV repair,4.09,0.99,14.11,225
P2252,36.111778654166336,71.99153094319956,TV repair,3.84,0.94,28.1,133
P2253,20.2188546817204,92.76645038320832,TV installation|Fridge installation|TV repair,4.54,0.63,19.39,157
P2254,24.168029675350983,95.74976483635602,TV repair|Fridge installation,4.76,0.76,10.16,251
P2255,35.4031453155965,91.89050513453017,TV installation|TV repair|Fridge repair,4.28,0.62,20.27,129
P2256,18.13994803340489,70.692507509388,TV repair|TV installation|Fridge installation,4.03,0.69,17.02,198
P2257,14.80404574318218,75.60871797338027,TV installation|Fridge repair,4.41,0.67,15.0,222
P2258,16.86702512716163,81.32802317050387,TV repair,3.37,0.85,16.0,129
P2259,20.56897247382839,71.65736605159437,Fridge installation,3.87,0.89,21.13,51
P2260,17.831827942573383,84.5709303982828,TV installation|TV repair|Fridge repair,3.89,0.86,3.42,76
P2261,15.119552519796683,86.8957889114273,Fridge repair|Fridge installation,4.66,0.78,21.03,156
P2262,22.78688469619528,93.02778149633909,Fridge installation|TV installation|TV repair,3.83,0.9,25.98,179
P2263,16.87831087663867,75.18361818159237,TV installation|Fridge installation|TV repair,3.77,0.62,24.68,181
P2264,24.397861487394938,80.65239141951713,TV installation,4.08,0.68,14.06,167
P2265,20.964785110683884,95.0877347824501,TV repair|Fridge installation,4.71,0.64,5.68,263
P2266,9.031004448922598,96.92405267760057,TV installation|Fridge installation,4.75,0.72,9.21,37
P2267,33.32162141649273,68.93271177433446,Fridge repair,4.79,0.86,22.65,185
P2268,21.81801302780284,92.72916899307788,TV installation|Fridge installation|TV repair,3.49,0.61,19.34,273
P2269,14.746313105879512,91.3734950801793,TV repair|Fridge installation|Fridge repair,3.36,0.93,28.33,73
P2270,23.366703105425476,87.09154166477128,Fridge installation|TV repair|Fridge repair,3.16,0.8,12.1,150
P2271,25.61333512085457,73.36978631706988,TV repair|Fridge installation,4.25,0.67,3.79,96
P2272,19.73105815576814,84.05743696377246,TV installation,4.88,0.89,17.43,59
P2273,18.755819054914326,89.18353433318674,Fridge repair,3.82,0.71,19.07,259
P2274,24.399521209309544,88.12791617082274,Fridge installation|Fridge repair,4.54,0.96,11.93,291
P2275,14.234774484063344,69.07808335343974,TV installation,3.28,0.97,14.86,254
P2276,22.820527366042718,88.36418768384141,Fridge repair,3.95,0.72,9.98,75
P2277,16.026622362507467,88.72562925683721,Fridge installation|TV installation|TV repair,3.77,0.91,6.0,227
P2278,15.61123278656182,77.52917272781359,TV repair,3.22,0.97,10.15,119
P2279,35.83791549692154,77.71642595721599,TV installation|Fridge repair|Fridge installation,4.56,0.94,14.2,44
P2280,29.155789998804245,74.00509308631706,TV repair|Fridge repair|TV installation,3.75,0.6,23.24,155
P2281,24.710652941560095,92.11163295948862,Fridge installation|TV repair,3.38,0.91,18.69,169
P2282,25.941933141647166,69.90213507527447,TV installation|TV repair|Fridge repair,4.41,0.82,16.72,252
P2283,8.797293799321466,69.87630958461567,TV repair|Fridge repair|TV installation,4.47,0.73,11.72,235
P2284,20.923000070898034,69.50780951092771,TV installation|Fridge installation|TV repair,3.6,0.81,15.04,162
P2285,17.68141986595819,81.66627078208232,TV repair|Fridge installation,3.05,0.64,21.21,15
P2286,13.57112153678325,91.00980614979184,TV installation,3.07,0.99,26.22,76
P2287,30.647062213924332,96.75372296007656,Fridge installation|TV installation|TV repair,4.06,0.87,8.64,80
P2288,20.881004958266505,87.18537247702875,TV repair,4.38,0.95,2.95,186
P2289,34.904236113707114,70.73925448679286,Fridge repair,3.74,0.88,8.33,256
P2290,22.66430654944697,68.93801334964803,TV installation|Fridge installation,4.29,0.82,20.67,263
P2291,31.094027488909823,77.64698052624648,Fridge repair|Fridge installation,4.19,0.8,28.48,221
P2292,29.185736313400792,69.3442448135941,TV repair|Fridge installation,4.1,0.79,27.98,35
P2293,36.24025374520697,69.13461933977187,TV repair|Fridge repair|Fridge installation,4.89,1.0,28.39,246
P2294,24.190019207713558,92.97951884974043,TV repair,4.66,0.71,17.34,150
P2295,20.247508493986864,71.8035304949925,TV repair|Fridge installation,4.94,0.99,7.24,90
P2296,18.870715911107332,91.19846440896157,Fridge installation,4.67,0.72,15.13,217
P2297,9.527526623061217,93.78520389787778,Fridge repair|TV installation|TV repair,3.44,0.87,18.31,96
P2298,35.276864565323635,94.09689855535024,Fridge repair|TV repair|Fridge installation,3.7,0.64,21.72,234
P2299,14.276849418938474,91.28496539985402,TV installation|TV repair,3.8,0.68,23.25,165
P2300,8.974680207135183,79.5110294807881,Fridge installation,4.17,0.9,10.85,128
P2301,20.442391825191354,74.57631704717222,Fridge installation,3.91,0.98,25.81,281
P2302,8.863642832306708,95.0722050687823,TV repair,4.05,0.82,23.86,260
P2303,10.890163920635874,96.8599828488471,Fridge installation|TV repair,3.8,0.86,26.8,119
P2304,13.923677991657156,90.2346385582008,TV installation|TV repair,3.59,0.61,28.44,178
P2305,12.629643166640307,68.82925031242382,Fridge installation|TV repair|TV installation,4.82,0.93,29.23,202
P2306,21.249942094490407,79.91609724476238,TV installation|Fridge installation,4.11,0.7,3.46,60
P2307,26.55019753734969,84.53349406833664,TV installation|Fridge repair|Fridge installation,3.23,0.96,7.57,152
P2308,33.6672000137455,84.80477473011754,TV installation|Fridge installation,3.49,0.72,26.8,193
P2309,33.76918234407547,77.45604456748657,TV repair,3.27,0.8,22.91,221
P2310,36.717246169714784,78.86551380541748,TV repair|TV installation|Fridge installation,3.5,0.65,5.95,109
P2311,25.462474877667173,81.16405589054672,Fridge installation,3.82,0.8,3.13,249
P2312,33.29598068409258,80.11741978871171,Fridge installation|TV repair,4.12,0.61,28.21,205
P2313,32.589800706073916,89.80296526436135,TV installation|Fridge installation,3.9,0.85,21.27,166
P2314,11.028250938608338,81.16779813697804,TV installation|Fridge repair|TV repair,3.99,0.75,7.19,11
P2315,17.78916035325305,82.47870456481377,TV installation|TV repair|Fridge installation,4.35,0.99,6.04,174
P2316,8.041128383883548,84.23896026722946,Fridge installation|TV repair|TV installation,4.18,0.99,12.12,166
P2317,19.068960866720882,77.25389893386881,Fridge repair|TV repair,4.71,0.69,7.05,215
P2318,14.106755678846415,83.03741156618455,Fridge installation|Fridge repair|TV repair,4.08,0.7,4.02,17
P2319,29.981285108306693,96.93725549245528,Fridge repair,4.8,0.97,24.35,95
P2320,24.196968441663927,78.82459022884879,TV installation|Fridge repair,4.78,0.78,10.83,90
P2321,32.636012319587664,92.46638288716379,TV repair,4.02,0.92,7.02,97
P2322,36.53153176257882,76.43779448502089,TV repair|Fridge installation,4.59,0.8,3.11,56
P2323,12.88850518737127,86.31273344684976,TV repair|TV installation,3.17,0.98,10.17,296
P2324,19.285653417892423,89.92032742078649,Fridge installation|TV installation|TV repair,3.15,0.95,14.05,160
P2325,29.966808618535218,75.715505750741,Fridge installation|TV repair,4.78,0.99,15.84,167
P2326,19.976769745593742,72.38889650205445,TV repair,4.57,0.65,7.3,201
P2327,24.149828509919736,90.82464296572061,Fridge installation|TV repair|Fridge repair,3.63,0.63,15.01,297
P2328,32.99854053130933,79.56919535530963,Fridge repair|TV repair,3.34,0.8,13.67,174
P2329,31.422128445668623,73.45734090587042,TV repair|Fridge installation|TV installation,3.42,0.74,10.91,188
P2330,15.255930124842713,73.98246263709854,Fridge repair|TV repair|TV installation,3.27,0.77,5.8,167
P2331,12.314342418789412,87.04741812419279,TV repair|TV installation|Fridge repair,4.57,0.82,21.04,208
P2332,10.753028277402924,77.24670245916089,Fridge installation,4.99,0.87,22.44,116
P2333,10.284680059113516,76.03014900248719,Fridge repair,3.5,0.69,7.4,104
P2334,35.69033708062023,70.21537429682914,Fridge installation|Fridge repair|TV repair,3.19,0.8,24.94,170
P2335,21.968787351200568,69.61930840541775,TV repair|TV installation|Fridge repair,4.96,0.92,15.72,206
P2336,22.16228398815481,68.77859009805432,TV repair|TV installation|Fridge repair,4.42,0.76,16.87,187
P2337,30.279185551743176,91.28676851814743,TV installation|Fridge repair,4.76,0.98,13.35,41
P2338,28.219370163449092,74.01456281704496,Fridge repair,4.85,0.69,9.16,155
P2339,16.14980986183587,75.6071596548005,TV repair|Fridge repair|TV installation,3.45,0.88,4.37,250
P2340,15.273319842525996,75.33217971178968,TV repair,4.26,0.9,26.54,278
P2341,35.981606830751744,84.86016196475882,Fridge repair|TV installation,4.82,0.92,27.05,34
P2342,8.25763031103601,69.06231755563896,TV repair|TV installation|Fridge repair,4.19,0.76,26.91,62
P2343,20.529479797617377,83.30936673711548,TV repair,3.55,0.96,15.01,92
P2344,13.057905753276035,85.08212927764188,TV installation|TV repair|Fridge installation,3.51,0.7,15.67,246
P2345,35.5744083189803,92.43097723342353,TV repair,3.78,0.86,28.4,158
P2346,25.370712628299767,75.00474156876336,Fridge installation|Fridge repair|TV repair,3.98,0.63,2.97,263
P2347,31.68778076745219,82.99157251373262,TV installation|Fridge installation|Fridge repair,4.12,0.87,14.08,292
P2348,32.11451420095938,81.44301447577789,Fridge installation|TV installation,4.47,0.65,16.34,154
P2349,18.966098782969617,68.74019149215628,TV repair,4.45,0.93,5.5,121
P2350,23.40319434437525,72.24490222137655,Fridge repair|TV installation,3.28,0.83,29.58,222
P2351,25.424430350111507,72.64851074080403,TV repair|TV installation,3.42,0.71,16.27,284
P2352,16.980736366192218,76.61639758570742,Fridge repair|TV installation|Fridge installation,3.61,0.95,22.27,230
P2353,31.163725319608023,75.4563252271202,TV repair|Fridge installation|TV installation,4.24,0.78,23.91,152
P2354,23.017400269599108,86.97933689195037,TV repair,4.06,0.69,7.63,20
P2355,18.033202146403752,87.49453603586807,TV installation|Fridge installation,4.9,0.79,15.05,165
P2356,27.28592108936181,90.79401427024364,TV repair,4.42,0.66,14.77,274
P2357,13.934138704211577,87.80228071483808,Fridge repair,4.53,0.94,10.18,217
P2358,28.199631649248893,85.30542702061733,TV installation,3.25,0.99,5.44,230
P2359,31.595208526466426,85.93931188353194,TV installation|TV repair,4.68,0.81,12.56,267
P2360,22.9735329527506,88.05554095527363,TV repair|TV installation|Fridge repair,3.1,0.88,18.3,182
P2361,24.826349947025673,93.75512965133268,TV installation|Fridge installation|Fridge repair,3.95,0.9,24.53,135
P2362,18.99459341045143,95.09024603633726,Fridge installation|Fridge repair,3.43,0.64,11.62,152
P2363,12.15272761252702,84.18051350159993,TV repair|TV installation|Fridge installation,3.37,0.62,3.01,293
P2364,29.594311871767403,68.6971181212699,TV repair,4.3,0.68,21.5,178
P2365,25.87246191737937,73.3204633650966,Fridge repair,4.36,0.91,14.02,91
P2366,30.648883449817,75.0557834139935,Fridge repair|Fridge installation,4.9,0.74,20.25,283
P2367,34.611362536729594,70.26518097378353,Fridge repair|TV installation|Fridge installation,3.85,0.81,27.16,244
P2368,28.38407920187902,70.51555490607723,Fridge repair|Fridge installation,3.23,0.89,4.09,135
P2369,10.313139338081061,79.65568542278761,Fridge repair,4.29,0.74,9.65,42
P2370,30.720587991711156,96.26737137894685,Fridge repair,4.17,0.78,8.24,271
P2371,30.10474429928159,83.09185417579536,Fridge installation,3.41,0.82,23.43,155
P2372,30.901648267105923,73.66274112054056,Fridge repair|TV repair,4.2,0.73,2.26,104
P2373,11.283398848070028,92.43885458264458,Fridge repair,3.52,0.71,28.88,144
P2374,8.277983564187442,76.23153830203796,Fridge installation|TV repair,3.24,0.64,4.17,101
P2375,13.841264355861274,75.7595746999684,TV installation|Fridge repair|Fridge installation,3.15,0.74,2.76,251
P2376,22.44020354847258,79.56626183035291,TV installation,4.5,0.63,4.51,59
P2377,22.1212806839382,90.9220422592571,TV installation|TV repair|Fridge repair,4.83,0.76,18.7,213
P2378,36.46670901363055,92.10144781334125,TV repair,4.82,0.7,23.63,146
P2379,24.637953902659703,84.71134555756917,TV installation|Fridge installation,4.9,0.78,21.34,111
P2380,16.00175403897499,78.17036749549109,Fridge repair|TV repair,3.43,0.83,11.75,288
P2381,12.755651186807246,81.44085420568936,TV repair,4.21,0.8,15.68,179
P2382,13.53245040848487,77.30820809048952,Fridge repair|TV installation|TV repair,3.84,0.84,26.17,115
P2383,8.437552876110153,81.02787679250156,Fridge installation|Fridge repair,3.86,0.82,25.33,82
P2384,13.50119458065372,77.7977626851638,Fridge repair,3.16,0.68,27.52,145
P2385,15.695183978586336,77.58000766118477,TV repair,4.1,0.68,2.57,247
P2386,22.266271095671343,91.85354454849067,Fridge installation|TV repair,3.81,0.99,23.57,69
P2387,22.915467888385905,81.73704283643032,Fridge repair|TV repair,4.51,0.95,29.0,191
P2388,23.307473434669195,75.98247806888517,Fridge repair,4.73,0.84,2.01,218
P2389,26.3396259589207,85.1956739148947,Fridge repair|TV installation|Fridge installation,3.24,0.73,17.76,74
P2390,31.21808603597165,96.19253877650775,TV installation|Fridge repair|Fridge installation,3.43,0.67,14.74,86
P2391,16.166417696822293,68.57651735222113,TV repair|Fridge repair,4.08,0.98,12.96,59
P2392,17.185710810856143,71.6640021588178,TV repair|Fridge installation,3.97,0.81,21.65,17
P2393,27.977128048341125,93.95594979654992,TV repair|TV installation|Fridge installation,4.4,0.89,10.13,140
P2394,29.024153341386334,68.45515312493094,TV installation|Fridge installation,3.58,0.86,7.21,158
P2395,32.053952553088266,85.47916421472046,TV repair|TV installation,3.37,0.82,9.91,54
P2396,18.19431320630953,69.83625816219731,TV installation,4.97,0.61,20.55,121
P2397,21.13081246416493,82.94906237223148,TV installation|Fridge installation|TV repair,3.27,0.99,9.22,98
P2398,11.304897459386416,87.04990380498586,TV repair,3.56,0.61,13.62,87
P2399,15.203501653284205,90.00909778058455,Fridge installation|Fridge repair|TV repair,3.24,0.75,6.24,47
P2400,27.917815263776582,84.46695665058793,Fridge installation|TV repair|TV installation,3.7,0.88,17.05,84
P2401,23.1041629869796,85.12170804396328,TV repair|Fridge repair,3.12,0.99,15.03,296
P2402,8.284435326705314,75.17919347342396,Fridge installation|TV repair,3.21,0.91,10.96,82
P2403,33.53689085050803,85.59811143849826,Fridge installation|TV installation|Fridge repair,4.72,0.61,5.0,193
P2404,19.220342372846122,87.80200169248783,TV repair|TV installation,4.79,0.73,28.46,185
P2405,11.830853650133466,71.67197504230569,Fridge repair|TV installation,4.63,0.97,23.78,210
P2406,35.03576732630685,93.41260257425307,TV repair|Fridge installation,3.64,0.83,4.16,194
P2407,36.87140416899658,85.46513194695436,Fridge installation|Fridge repair|TV installation,4.96,0.75,14.82,112
P2408,20.568044595333284,81.30857920466332,Fridge repair|TV repair,4.94,0.72,19.57,68
P2409,11.728475069800309,82.38681608580495,Fridge installation|Fridge repair|TV installation,3.92,0.88,4.51,213
P2410,12.455314091404734,90.16760323028987,TV repair,4.45,0.83,15.11,26
P2411,24.620913104968043,96.34675407071654,TV installation,3.47,0.74,9.18,188
P2412,34.854215110494266,68.69037525449195,Fridge installation|Fridge repair,3.1,0.98,9.76,156
P2413,19.275058449880675,71.45390167067131,TV repair|Fridge repair,3.16,0.66,9.0,193
P2414,28.343439116407723,96.6055587180737,TV repair|Fridge installation,3.88,0.81,16.61,194
P2415,25.36331827204286,88.00385175089886,Fridge repair|TV installation,4.38,0.88,10.99,296
P2416,13.942564942963994,93.94670903791277,Fridge installation,4.86,0.99,28.29,275
P2417,32.2914726718033,93.61031432515527,TV installation|TV repair|Fridge repair,3.93,0.68,28.53,271
P2418,20.567641512208212,90.00154265591665,Fridge repair|Fridge installation,3.2,0.62,23.09,290
P2419,20.337049333902982,93.8259833143145,TV repair|TV installation,3.86,0.81,28.75,261
P2420,16.04863059817509,92.12411023212294,Fridge repair|TV installation|Fridge installation,3.19,0.64,27.24,131
P2421,32.04931364838491,89.16091736803486,TV repair,3.42,0.98,3.7,188
P2422,21.19594595453784,68.8111850209854,TV installation,3.77,0.91,25.0,10
P2423,13.595098652491064,73.91270778835519,Fridge repair|Fridge installation,3.37,0.8,24.34,124
P2424,8.803006716004486,72.04449844629026,Fridge installation|TV repair|TV installation,4.14,0.9,17.06,150
P2425,30.556552159873604,75.11166878871869,TV installation|Fridge installation,4.54,0.61,8.08,266
P2426,30.626580581918944,89.92035038417323,TV installation|TV repair|Fridge repair,4.63,0.6,16.03,100
P2427,20.411598994165146,71.54413592397566,Fridge installation|TV repair,3.86,0.77,15.95,89
P2428,12.230204681662986,73.3714765940972,Fridge repair|Fridge installation|TV installation,3.41,0.7,8.34,82
P2429,26.959899874264963,80.70292171089962,Fridge installation|TV installation|Fridge repair,4.55,0.89,5.54,109
P2430,28.704320314975867,69.06701800461934,TV repair|TV installation|Fridge installation,3.76,0.92,28.84,166
P2431,24.88874633159211,96.62020632662241,TV installation|Fridge repair,4.77,0.76,12.4,191
P2432,25.203893925397104,83.6299014613362,TV installation,4.33,0.9,14.34,138
P2433,16.89339027908038,95.88579016012856,Fridge installation|Fridge repair,4.16,1.0,12.43,227
P2434,34.0549204901813,73.52305451261805,Fridge repair,4.97,0.92,21.88,237
P2435,9.302375398753215,72.36003036722123,TV repair,3.85,0.67,12.19,27
P2436,21.238840944931916,75.87914386890851,Fridge repair|TV installation,3.7,0.64,13.99,277
P2437,20.8676148013506,68.63913690636139,Fridge repair|TV repair|TV installation,3.08,0.93,19.01,137
P2438,32.840948882596265,70.19369573906314,TV repair|Fridge repair,3.93,1.0,23.55,133
P2439,19.74201869673577,95.57837460466904,TV installation,4.88,0.6,6.83,175
P2440,34.80289332360985,91.92612840807749,TV installation,4.69,0.87,10.53,210
P2441,13.404712275668967,87.1659565642289,Fridge repair|TV installation|Fridge installation,4.1,0.68,11.53,185
P2442,32.25908563897978,91.62073107578541,Fridge repair|TV repair,4.29,0.75,10.51,41
P2443,24.55210625779292,68.30473194488805,Fridge repair|TV repair|Fridge installation,4.52,0.64,5.27,49
P2444,8.916835326866021,90.4283745142344,Fridge repair,3.1,0.62,14.03,267
P2445,30.88517458749445,83.35732971580178,Fridge installation|TV installation,3.06,0.62,19.15,37
P2446,27.72178047669073,79.8077868005845,TV installation|TV repair,4.45,0.64,19.08,89
P2447,9.681960979253828,83.79925737000333,TV installation,3.17,0.93,19.69,144
P2448,35.58162970744522,83.61184522015047,TV installation|TV repair|Fridge repair,4.34,0.64,12.66,70
P2449,8.257122065875079,77.99804543080957,Fridge installation|TV repair,3.97,0.67,15.78,75
P2450,34.02160106746554,68.61133915242758,TV installation,4.72,0.97,11.9,185
P2451,20.54977520421899,78.33260475100384,Fridge installation,3.78,0.92,26.82,179
P2452,18.112238965487464,79.60433706326951,Fridge repair|Fridge installation,4.79,0.8,17.24,41
P2453,22.59796063538294,86.52066904100207,TV installation|Fridge installation,3.34,0.94,16.9,75
P2454,25.45955651488431,86.41365767619638,Fridge repair|TV repair|TV installation,3.09,1.0,12.19,82
P2455,15.057222326974362,69.16338077036694,TV repair,4.97,0.74,10.74,56
P2456,34.74744176840706,69.03641800009656,TV installation,4.53,0.87,3.39,69
P2457,33.005297220772135,79.32495523284743,TV installation|Fridge repair|TV repair,4.05,0.97,29.25,152
P2458,20.141273790394308,93.55735221754745,TV installation|TV repair,4.12,0.75,3.35,32
P2459,10.128136482908248,79.75154770495068,TV repair,3.08,0.93,7.87,49
P2460,13.418621564145324,78.30838756741372,TV repair|Fridge installation,3.47,0.7,19.27,270
P2461,27.637723417701718,95.48880011523923,Fridge installation,4.28,0.9,23.04,27
P2462,34.16438830967085,69.4432487010687,TV repair|Fridge installation,4.05,0.61,15.12,16
P2463,8.74961125136213,96.71253012335036,TV repair,3.64,0.94,7.05,123
P2464,18.972307297817938,92.9088362673901,TV repair|TV installation|Fridge installation,3.44,0.66,27.47,125
P2465,8.363897776478359,89.09563638504896,TV repair|Fridge installation,3.62,0.75,15.13,86
P2466,18.084453686581845,79.59590215897924,TV repair|Fridge installation,3.72,0.93,14.66,253
P2467,20.77041672535966,72.13143129452615,TV installation,4.28,0.91,19.87,146
P2468,14.944478606499537,93.15471928351246,TV installation|TV repair|Fridge installation,3.65,0.73,18.75,151
P2469,21.714880371553974,92.55085700066628,TV repair,3.67,0.81,21.03,79
P2470,13.042873076877601,84.38941683564138,Fridge repair,4.82,0.99,20.37,275
P2471,24.551322220308084,80.83554586364707,Fridge repair|TV installation|TV repair,4.1,0.65,13.25,161
P2472,28.922835399286495,69.7971592024029,TV installation|Fridge repair|TV repair,3.94,0.93,14.63,235
P2473,18.08518560652421,87.71431805781482,TV repair,3.53,0.77,12.83,197
P2474,33.62982480554419,88.28175774751833,TV installation|Fridge repair|TV repair,3.68,0.77,6.01,283
P2475,21.976384102388902,69.23165640416393,TV installation|Fridge repair,3.93,0.77,23.82,26
P2476,9.322478990956501,80.26870546670501,TV repair,4.72,0.65,25.73,148
P2477,36.84785695379718,91.75502049479734,Fridge installation,4.11,0.79,25.38,102
P2478,13.410821145300616,70.970084812655,TV installation|Fridge installation,3.6,0.94,2.48,68
P2479,20.297513371220276,82.80652273884331,TV repair|Fridge installation|TV installation,3.36,0.99,18.21,241
P2480,8.255855078979893,82.0857460024842,Fridge installation|TV repair,4.68,0.69,11.83,149
P2481,9.932902116713183,94.04841259337752,TV installation|Fridge installation|TV repair,3.63,0.84,21.02,85
P2482,20.869021955629727,77.43851690715263,TV repair|TV installation,3.11,0.93,3.26,186
P2483,17.108243916175564,73.57175048885414,TV installation,4.33,0.83,10.83,137
